MovieTitle,ScriptLink,ProductionBudget,DomesticGross,WorldwideGross
hesher,hesher.html," $7,000,000"," $382,946"," $382,946"
the boondock saints,the-boondock-saints.html," $7,000,000"," $30,471"," $30,471"
"remember me, my love","remember-me,-my-love.html"," $6,700,000"," $223,878"," $223,878"
shame,shame.html," $6,500,000"," $4,002,293"," $4,002,293"
the terminator,the-terminator.html," $6,400,000"," $38,019,031"," $38,019,031"
the damned united,the-damned-united.html," $6,400,000"," $449,865"," $449,865"
platoon,platoon.html," $6,000,000"," $137,963,328"," $137,963,328"
mary poppins,mary-poppins.html," $6,000,000"," $102,272,145"," $102,272,145"
ordinary people,ordinary-people.html," $6,000,000"," $52,302,978"," $52,302,978"
the wrestler,the-wrestler.html," $6,000,000"," $26,238,243"," $26,238,243"
do the right thing,do-the-right-thing.html," $6,000,000"," $26,004,026"," $26,004,026"
escape from new york,escape-from-new-york.html," $6,000,000"," $25,244,700"," $25,244,700"
the wood,the-wood.html," $6,000,000"," $25,059,640"," $25,059,640"
the usual suspects,the-usual-suspects.html," $6,000,000"," $23,341,568"," $23,341,568"
the guard,the-guard.html," $6,000,000"," $5,359,774"," $5,359,774"
the wild bunch,the-wild-bunch.html," $6,000,000"," $509,424"," $509,424"
beasts of no nation,beasts-of-no-nation.html," $6,000,000"," $90,777"," $90,777"
lucky break,lucky-break.html," $6,000,000"," $54,606"," $54,606"
planet of the apes,planet-of-the-apes.html," $5,800,000"," $33,395,426"," $33,395,426"
the train,the-train.html," $5,800,000"," $6,800,000"," $6,800,000"
the sting,the-sting.html," $5,500,000"," $159,616,327"," $159,616,327"
ghost world,ghost-world.html," $5,500,000"," $6,217,849"," $6,217,849"
grabbers,grabbers.html," $5,300,000", $0, $0
the ten,the-ten.html," $5,250,000"," $769,726"," $769,726"
a room for romeo brass,a-room-for-romeo-brass.html," $5,250,000"," $20,097"," $20,097"
my big fat greek wedding,my-big-fat-greek-wedding.html," $5,000,000"," $241,438,208"," $241,438,208"
get out,get-out.html," $5,000,000"," $176,040,665"," $176,040,665"
saw ii,saw-ii.html," $5,000,000"," $87,025,093"," $87,025,093"
the big sick,the-big-sick.html," $5,000,000"," $42,872,467"," $42,872,467"
dallas buyers club,dallas-buyers-club.html," $5,000,000"," $27,298,285"," $27,298,285"
the elephant man,the-elephant-man.html," $5,000,000"," $26,010,864"," $26,010,864"
memento,memento.html," $5,000,000"," $25,544,867"," $25,544,867"
clerks ii,clerks-ii.html," $5,000,000"," $24,148,068"," $24,148,068"
the way way back,the-way-way-back.html," $5,000,000"," $21,502,690"," $21,502,690"
halloween: the curse of michael myers,halloween:-the-curse-of-michael-myers.html," $5,000,000"," $15,126,948"," $15,126,948"
friday the 13th part viii: jason takes manhattan,friday-the-13th-part-viii:-jason-takes-manhattan.html," $5,000,000"," $14,343,976"," $14,343,976"
lone star,lone-star.html," $5,000,000"," $12,961,389"," $12,961,389"
april fool's day,april-fool's-day.html," $5,000,000"," $12,947,763"," $12,947,763"
diner,diner.html," $5,000,000"," $12,592,907"," $12,592,907"
sunshine cleaning,sunshine-cleaning.html," $5,000,000"," $12,062,558"," $12,062,558"
made,made.html," $5,000,000"," $5,308,707"," $5,308,707"
moon,moon.html," $5,000,000"," $5,010,163"," $5,010,163"
the sweet hereafter,the-sweet-hereafter.html," $5,000,000"," $4,306,697"," $4,306,697"
green room,green-room.html," $5,000,000"," $3,220,371"," $3,220,371"
heavenly creatures,heavenly-creatures.html," $5,000,000"," $3,046,086"," $3,046,086"
light sleeper,light-sleeper.html," $5,000,000"," $1,050,861"," $1,050,861"
bottle rocket,bottle-rocket.html," $5,000,000"," $407,488"," $407,488"
psych 9,psych-9.html," $5,000,000", $0, $0
aztec warrior,aztec-warrior.html," $5,000,000", $0, $0
sling blade,sling-blade.html," $4,833,610"," $24,475,416"," $24,475,416"
only god forgives,only-god-forgives.html," $4,800,000"," $775,849"," $775,849"
take shelter,take-shelter.html," $4,750,000"," $1,728,953"," $1,728,953"
fast times at ridgemont high,fast-times-at-ridgemont-high.html," $4,500,000"," $27,092,880"," $27,092,880"
25th hour,25th-hour.html," $4,500,000"," $13,084,595"," $13,084,595"
bound,bound.html," $4,500,000"," $3,802,260"," $3,802,260"
lã¥t den rã¤tte komma in,lã¥t-den-rã¤tte-komma-in.html," $4,500,000"," $2,122,085"," $2,122,085"
donnie darko,donnie-darko.html," $4,500,000"," $1,480,006"," $1,480,006"
life during wartime,life-during-wartime.html," $4,500,000"," $281,447"," $281,447"
after.life,after.life.html," $4,500,000"," $108,596"," $108,596"
one flew over the cuckoo's nest,one-flew-over-the-cuckoo's-nest.html," $4,400,000"," $108,981,275"," $108,981,275"
anna,anna.html," $4,357,373", $0, $0
the crying game,the-crying-game.html," $4,000,000"," $62,546,695"," $62,546,695"
lost in translation,lost-in-translation.html," $4,000,000"," $44,585,453"," $44,585,453"
annie hall,annie-hall.html," $4,000,000"," $38,251,425"," $38,251,425"
the boy next door,the-boy-next-door.html," $4,000,000"," $36,006,065"," $36,006,065"
leaving las vegas,leaving-las-vegas.html," $4,000,000"," $31,983,777"," $31,983,777"
monster's ball,monster's-ball.html," $4,000,000"," $31,273,922"," $31,273,922"
boyhood,boyhood.html," $4,000,000"," $25,379,975"," $25,379,975"
the kids are all right,the-kids-are-all-right.html," $4,000,000"," $20,811,365"," $20,811,365"
life of brian,life-of-brian.html," $4,000,000"," $20,182,359"," $20,182,359"
late night,late-night.html," $4,000,000"," $15,500,045"," $15,500,045"
they live,they-live.html," $4,000,000"," $13,000,000"," $13,000,000"
the darkness,the-darkness.html," $4,000,000"," $10,753,574"," $10,753,574"
the visitor,the-visitor.html," $4,000,000"," $9,427,026"," $9,427,026"
the cooler,the-cooler.html," $4,000,000"," $8,291,572"," $8,291,572"
four rooms,four-rooms.html," $4,000,000"," $4,301,000"," $4,301,000"
joe,joe.html," $4,000,000"," $373,375"," $373,375"
psycho beach party,psycho-beach-party.html," $4,000,000"," $267,972"," $267,972"
the big tease,the-big-tease.html," $4,000,000"," $185,577"," $185,577"
a lonely place to die,a-lonely-place-to-die.html," $4,000,000", $0, $0
down for life,down-for-life.html," $3,800,000"," $41,914"," $41,914"
the taking of pelham one two three,the-taking-of-pelham-one-two-three.html," $3,800,000", $0, $0
unknown,unknown.html," $3,700,000"," $26,403"," $26,403"
midnight cowboy,midnight-cowboy.html," $3,600,000"," $44,785,053"," $44,785,053"
forever my girl,forever-my-girl.html," $3,500,000"," $16,376,066"," $16,376,066"
gods and monsters,gods-and-monsters.html," $3,500,000"," $6,451,628"," $6,451,628"
evil dead ii,evil-dead-ii.html," $3,500,000"," $5,923,044"," $5,923,044"
day of the dead,day-of-the-dead.html," $3,500,000"," $5,804,262"," $5,804,262"
pootie tang,pootie-tang.html," $3,500,000"," $3,293,258"," $3,293,258"
time to choose,time-to-choose.html," $3,500,000"," $29,233"," $29,233"
margin call,margin-call.html," $3,400,000"," $5,353,586"," $5,353,586"
human traffic,human-traffic.html," $3,300,000"," $104,257"," $104,257"
beginners,beginners.html," $3,200,000"," $5,790,894"," $5,790,894"
feast,feast.html," $3,200,000"," $56,131"," $56,131"
itâs a wonderful life,itâs-a-wonderful-life.html," $3,180,000"," $6,600,000"," $6,600,000"
trainspotting,trainspotting.html," $3,100,000"," $16,501,785"," $16,501,785"
war room,war-room.html," $3,000,000"," $67,790,117"," $67,790,117"
a room with a view,a-room-with-a-view.html," $3,000,000"," $20,966,644"," $20,966,644"
the apartment,the-apartment.html," $3,000,000"," $18,600,000"," $18,600,000"
beneath the planet of the apes,beneath-the-planet-of-the-apes.html," $3,000,000"," $17,489,009"," $17,489,009"
next day air,next-day-air.html," $3,000,000"," $10,027,047"," $10,027,047"
water,water.html," $3,000,000"," $5,529,144"," $5,529,144"
frances ha,frances-ha.html," $3,000,000"," $4,067,398"," $4,067,398"
days of heaven,days-of-heaven.html," $3,000,000"," $3,446,749"," $3,446,749"
basquiat,basquiat.html," $3,000,000"," $2,962,051"," $2,962,051"
elephant,elephant.html," $3,000,000"," $1,266,955"," $1,266,955"
before we go,before-we-go.html," $3,000,000"," $37,151"," $37,151"
they came together,they-came-together.html," $3,000,000", $0, $0
point blank,point-blank.html," $3,000,000", $0, $0
some like it hot,some-like-it-hot.html," $2,883,848"," $25,000,000"," $25,000,000"
young frankenstein,young-frankenstein.html," $2,800,000"," $86,300,000"," $86,300,000"
the wizard of oz,the-wizard-of-oz.html," $2,777,000"," $34,063,405"," $34,063,405"
diary of the dead,diary-of-the-dead.html," $2,750,000"," $952,620"," $952,620"
timber falls,timber-falls.html," $2,600,000", $0, $0
garden state,garden-state.html," $2,500,000"," $26,782,316"," $26,782,316"
halloween ii,halloween-ii.html," $2,500,000"," $25,533,818"," $25,533,818"
escape from the planet of the apes,escape-from-the-planet-of-the-apes.html," $2,500,000"," $12,300,000"," $12,300,000"
brick lane,brick-lane.html," $2,500,000"," $1,094,998"," $1,094,998"
my life without me,my-life-without-me.html," $2,500,000"," $432,360"," $432,360"
8 days,8-days.html," $2,500,000", $0, $0
go for it!,go-for-it!.html," $2,450,000"," $180,237"," $180,237"
the brave little toaster,the-brave-little-toaster.html," $2,300,000", $0, $0
the french connection,the-french-connection.html," $2,200,000"," $41,158,757"," $41,158,757"
the timber,the-timber.html," $2,100,000", $0, $0
mad max 2: the road warrior,mad-max-2:-the-road-warrior.html," $2,000,000"," $24,600,832"," $24,600,832"
in the heat of the night,in-the-heat-of-the-night.html," $2,000,000"," $24,379,978"," $24,379,978"
sleeper,sleeper.html," $2,000,000"," $18,344,729"," $18,344,729"
everything you always wanted to know,everything-you-always-wanted-to-know.html," $2,000,000"," $18,016,290"," $18,016,290"
it follows,it-follows.html," $2,000,000"," $14,674,077"," $14,674,077"
american splendor,american-splendor.html," $2,000,000"," $6,003,587"," $6,003,587"
thirteen,thirteen.html," $2,000,000"," $4,601,043"," $4,601,043"
in the shadow of the moon,in-the-shadow-of-the-moon.html," $2,000,000"," $1,134,358"," $1,134,358"
dinner rush,dinner-rush.html," $2,000,000"," $638,227"," $638,227"
it's all gone pete tong,it's-all-gone-pete-tong.html," $2,000,000"," $120,620"," $120,620"
london,london.html," $2,000,000"," $12,667"," $12,667"
bone tomahawk,bone-tomahawk.html," $2,000,000", $0, $0
nine dead,nine-dead.html," $2,000,000", $0, $0
highway,highway.html," $2,000,000", $0, $0
coffee town,coffee-town.html," $2,000,000", $0, $0
true bromance,true-bromance.html," $2,000,000", $0, $0
buried,buried.html," $1,987,650"," $1,044,143"," $1,044,143"
man on wire,man-on-wire.html," $1,900,000"," $2,962,242"," $2,962,242"
carrie,carrie.html," $1,800,000"," $25,878,153"," $25,878,153"
a nightmare on elm street,a-nightmare-on-elm-street.html," $1,800,000"," $25,504,513"," $25,504,513"
beasts of the southern wild,beasts-of-the-southern-wild.html," $1,800,000"," $12,795,746"," $12,795,746"
battle for the planet of the apes,battle-for-the-planet-of-the-apes.html," $1,800,000"," $8,800,000"," $8,800,000"
beginnerâs guide to sex,beginnerâs-guide-to-sex.html," $1,800,000", $0, $0
may,may.html," $1,750,000"," $145,540"," $145,540"
i spit on your grave,i-spit-on-your-grave.html," $1,750,000"," $93,051"," $93,051"
in the bedroom,in-the-bedroom.html," $1,700,000"," $35,930,604"," $35,930,604"
conquest of the planet of the apes,conquest-of-the-planet-of-the-apes.html," $1,700,000"," $9,700,000"," $9,700,000"
from here to eternity,from-here-to-eternity.html," $1,650,000"," $30,500,000"," $30,500,000"
insidious,insidious.html," $1,500,000"," $54,009,150"," $54,009,150"
kids,kids.html," $1,500,000"," $7,412,216"," $7,412,216"
dawn of the dead,dawn-of-the-dead.html," $1,500,000"," $5,100,000"," $5,100,000"
the to do list,the-to-do-list.html," $1,500,000"," $3,491,669"," $3,491,669"
repo man,repo-man.html," $1,500,000"," $2,300,000"," $2,300,000"
blood simple,blood-simple.html," $1,500,000"," $1,690,913"," $1,690,913"
killing zoe,killing-zoe.html," $1,500,000"," $418,953"," $418,953"
the believer,the-believer.html," $1,500,000"," $406,035"," $406,035"
teefa in trouble,teefa-in-trouble.html," $1,500,000", $0, $0
closer to the moon,closer-to-the-moon.html," $1,500,000", $0, $0
#horror,#horror.html," $1,500,000", $0, $0
my girlfriend's boyfriend,my-girlfriend's-boyfriend.html," $1,400,000", $0, $0
house at the end of the drive,house-at-the-end-of-the-drive.html," $1,400,000", $0, $0
batman - the movie,batman---the-movie.html," $1,377,800", $0, $0
"lock, stock and two smoking barrels","lock,-stock-and-two-smoking-barrels.html"," $1,350,000"," $3,897,569"," $3,897,569"
the hebrew hammer,the-hebrew-hammer.html," $1,300,000"," $77,755"," $77,755"
the 41-year-old virgin who knocked up sarah mar…,the-41-year-old-virgin-who-knocked-up-sarah-mar….html," $1,300,000", $0, $0
dear white people,dear-white-people.html," $1,250,000"," $4,404,154"," $4,404,154"
saw,saw.html," $1,200,000"," $55,968,727"," $55,968,727"
"sex, lies, and videotape","sex,-lies,-and-videotape.html"," $1,200,000"," $24,741,667"," $24,741,667"
you can count on me,you-can-count-on-me.html," $1,200,000"," $9,180,275"," $9,180,275"
strangers on a train,strangers-on-a-train.html," $1,200,000"," $7,000,000"," $7,000,000"
the trouble with harry,the-trouble-with-harry.html," $1,200,000"," $7,000,000"," $7,000,000"
the day the earth stood still,the-day-the-earth-stood-still.html," $1,200,000"," $3,700,000"," $3,700,000"
reservoir dogs,reservoir-dogs.html," $1,200,000"," $2,832,029"," $2,832,029"
the rocky horror picture show,the-rocky-horror-picture-show.html," $1,200,000"," $1,414,845"," $1,414,845"
blood feast,blood-feast.html," $1,200,000"," $8,708"," $8,708"
grand theft parsons,grand-theft-parsons.html," $1,200,000", $0, $0
the islands,the-islands.html," $1,200,000", $0, $0
beyond the black rainbow,beyond-the-black-rainbow.html," $1,100,000"," $56,491"," $56,491"
casablanca,casablanca.html," $1,039,000"," $10,462,500"," $10,462,500"
rocky,rocky.html," $1,000,000"," $117,235,147"," $117,235,147"
taxi driver,taxi-driver.html," $1,000,000"," $28,262,574"," $28,262,574"
you're next,you're-next.html," $1,000,000"," $18,494,006"," $18,494,006"
hellraiser,hellraiser.html," $1,000,000"," $14,564,000"," $14,564,000"
blue valentine,blue-valentine.html," $1,000,000"," $9,737,892"," $9,737,892"
love me tender,love-me-tender.html," $1,000,000"," $9,000,000"," $9,000,000"
the sessions,the-sessions.html," $1,000,000"," $6,002,451"," $6,002,451"
the skeleton twins,the-skeleton-twins.html," $1,000,000"," $5,284,309"," $5,284,309"
next stop wonderland,next-stop-wonderland.html," $1,000,000"," $3,395,581"," $3,395,581"
martha marcy may marlene,martha-marcy-may-marlene.html," $1,000,000"," $2,981,038"," $2,981,038"
frozen river,frozen-river.html," $1,000,000"," $2,511,476"," $2,511,476"
panic,panic.html," $1,000,000"," $779,137"," $779,137"
the future,the-future.html," $1,000,000"," $568,662"," $568,662"
the battle of shaker heights,the-battle-of-shaker-heights.html," $1,000,000"," $280,351"," $280,351"
the last big thing,the-last-big-thing.html," $1,000,000"," $22,434"," $22,434"
16 to life,16-to-life.html," $1,000,000"," $11,574"," $11,574"
alone with her,alone-with-her.html," $1,000,000"," $10,787"," $10,787"
special,special.html," $1,000,000"," $7,202"," $7,202"
in her line of fire,in-her-line-of-fire.html," $1,000,000", $884, $884
jimmy and judy,jimmy-and-judy.html," $1,000,000", $0, $0
black rock,black-rock.html," $1,000,000", $0, $0
jesse,jesse.html," $950,000", $0, $0
fruitvale station,fruitvale-station.html," $900,000"," $16,098,998"," $16,098,998"
windsor drive,windsor-drive.html," $850,000"," $3,256"," $3,256"
celeste and jesse forever,celeste-and-jesse-forever.html," $840,000"," $3,103,407"," $3,103,407"
welcome to the dollhouse,welcome-to-the-dollhouse.html," $800,000"," $4,198,137"," $4,198,137"
american graffiti,american-graffiti.html," $777,000"," $115,000,000"," $115,000,000"
walter,walter.html," $700,000", $0, $0
king kong,king-kong.html," $672,000"," $10,000,000"," $10,000,000"
after,after.html," $650,000", $0, $0
they will have to kill us first,they-will-have-to-kill-us-first.html," $600,000", $0, $0
the maid's room,the-maid's-room.html," $600,000", $0, $0
julija in alfa romeo,julija-in-alfa-romeo.html," $560,000", $0, $0
friday the 13th,friday-the-13th.html," $550,000"," $39,754,601"," $39,754,601"
to save a life,to-save-a-life.html," $500,000"," $3,777,210"," $3,777,210"
monsters,monsters.html," $500,000"," $237,301"," $237,301"
insomnia manica,insomnia-manica.html," $500,000", $0, $0
the toxic avenger,the-toxic-avenger.html," $475,000", $0, $0
brick,brick.html," $450,000"," $2,075,743"," $2,075,743"
napoleon dynamite,napoleon-dynamite.html," $400,000"," $44,540,956"," $44,540,956"
the evil dead,the-evil-dead.html," $375,000"," $2,400,000"," $2,400,000"
halloween,halloween.html," $325,000"," $47,000,000"," $47,000,000"
it happened one night,it-happened-one-night.html," $325,000"," $2,500,000"," $2,500,000"
chasing amy,chasing-amy.html," $250,000"," $12,006,514"," $12,006,514"
cube,cube.html," $250,000"," $489,220"," $489,220"
sugar town,sugar-town.html," $250,000"," $178,095"," $178,095"
the frozen,the-frozen.html," $250,000", $0, $0
butterfly,butterfly.html," $250,000", $0, $0
the big parade,the-big-parade.html," $245,000"," $11,000,000"," $11,000,000"
little big top,little-big-top.html," $240,000"," $7,484"," $7,484"
burn,burn.html," $225,000"," $1,109,276"," $1,109,276"
swingers,swingers.html," $200,000"," $4,505,922"," $4,505,922"
theresa is a mother,theresa-is-a-mother.html," $200,000", $0, $0
h.,h..html," $200,000", $0, $0
a ghost story,a-ghost-story.html," $100,000"," $1,594,798"," $1,594,798"
the night visitor,the-night-visitor.html," $100,000", $0, $0
dawn of the crescent moon,dawn-of-the-crescent-moon.html," $75,000"," $8,799"," $8,799"
pi,pi.html," $68,000"," $3,221,152"," $3,221,152"
big things,big-things.html," $50,000", $0, $0
raymond did it,raymond-did-it.html," $40,000"," $3,632"," $3,632"
the legend of god's gun,the-legend-of-god's-gun.html," $30,000"," $243,768"," $243,768"
clerks,clerks.html," $27,000"," $3,073,428"," $3,073,428"
the terrorist,the-terrorist.html," $25,000"," $195,043"," $195,043"
el mariachi,el-mariachi.html," $7,000"," $2,040,920"," $2,040,920"
